,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,CFID,CFPARAMS,BEST EFF,star
194,2765,Andre Emmett,1610612763,MEM,22,8,5,3,0.625,3.2,0.3,0.8,0.333,0,0,0,0.4,0.6,0.6,0,0.3,0.3,0,0.1,0,0,0.4,0.5,0,0.9,-0.9,1.1,0,0,60,52,63,12,64,65,65,56,40,54,40,51,49,47,64,62,65,64,67,60,56,29,59,1,65,38,68,23,2,5,"27,651,610,612,763",,0
196,2823,John Edwards,1610612754,IND,23,25,13,12,0.52,5.3,0.4,1.2,0.367,0,0,0,0.3,0.6,0.5,0.3,0.4,0.8,0.1,0.3,0.1,0.2,0.1,0.5,0,1.2,-2.8,2.8,0,0,43,35,46,29,53,59,60,50,40,54,40,56,53,57,46,55,53,59,57,56,36,54,61,1,60,59,59,23,2,5,"28,231,610,612,754",,0
197,201175,Glen Davis,1610612738,BOS,22,69,56,13,0.812,13.6,1.6,3.2,0.484,0,0,0,1.4,2.2,0.66,1.4,1.6,3,0.4,0.9,0.4,0.3,0.4,2.3,1.7,4.5,1.5,10,0,0,18,1,37,7,27,34,35,15,38,48,38,16,13,36,13,28,23,38,20,23,22,22,11,15,28,8,28,20,1,5,"2,011,751,610,612,730",113,0
198,2411,Bostjan Nachbar,1610612745,HOU,22,14,7,7,0.5,5.6,0.8,2.2,0.355,0.1,0.7,0.2,0.4,0.7,0.5,0.2,0.6,0.8,0.2,0.4,0.1,0.1,0.2,0.9,0,2.1,-0.9,3.8,0,0,54,50,52,23,58,47,47,46,32,26,39,45,43,53,52,52,52,56,53,54,36,41,47,11,46,35,54,16,2,5,"24,111,610,612,745",146,0
199,1944,Eddie Robinson,1610612766,CHH,24,67,40,27,0.597,16.6,3.2,5.8,0.549,0,0.1,0,0.7,1,0.734,0.8,1.9,2.7,0.5,0.6,0.7,0.4,0,1,0.1,7,1.9,13.7,0,0,19,6,22,23,21,11,18,4,34,39,34,31,39,18,25,15,18,40,37,18,13,56,43,32,16,7,19,18,4,5,"19,441,610,612,766",,0
200,101156,Robert Whaley,1610612762,UTA,24,23,10,13,0.435,9.2,1,2.5,0.404,0,0,0,0.1,0.3,0.5,0.7,1.2,1.9,0.7,0.6,0.3,0.3,0.3,1.8,0.3,2.1,-1.9,6.8,0,0,50,56,49,48,44,48,48,51,53,61,53,74,73,68,28,42,40,34,44,42,15,36,25,74,58,68,42,23,2,5,"1,011,561,610,612,760",,0
201,1911,John Celestand,1610612747,LAL,23,16,12,4,0.75,11.5,0.9,2.8,0.333,0.1,0.6,0.222,0.3,0.4,0.833,0.1,0.6,0.7,1.3,1,0.4,0,0.4,1.4,0,2.3,-1.2,5.3,0,0,47,37,50,9,32,40,37,48,24,26,25,52,54,4,56,54,56,22,20,24,50,21,33,50,43,38,44,18,4,5,"19,111,610,612,747",,0
202,1893,Aleksandar Radojevic,1610612761,TOR,23,3,0,3,0,8.1,0.7,2.3,0.286,0,0,0,1,2,0.5,0.7,2,2.7,0.3,1.7,0.7,0.3,0.3,1.7,0.3,2.3,-2.7,7.4,0,0,57,61,51,61,44,49,41,55,34,46,34,23,13,48,29,14,19,43,12,19,16,26,25,7,41,50,35,18,4,5,"18,931,610,612,761",,0
203,201154,Al Thornton,1610612746,LAC,24,79,23,56,0.291,27.3,4.7,11,0.429,0.5,1.6,0.331,2.7,3.6,0.743,1.2,3.3,4.5,1.2,1.6,0.6,0.5,0.7,2.5,3,12.7,-5.1,21.8,7,0,6,22,5,46,6,2,2,29,9,10,9,2,2,20,17,7,8,15,7,15,14,8,6,3,2,57,5,4,1,5,"2,011,541,610,612,740",92,0
204,2242,Terence Morris,1610612745,HOU,23,68,23,45,0.338,16.4,1.6,4.3,0.384,0.2,1.1,0.192,0.3,0.4,0.643,1.1,2,3.1,0.9,0.7,0.3,0.4,0.3,1.1,0,3.8,-3.1,10.3,2,0,17,20,10,44,21,30,26,48,18,15,30,63,62,49,19,23,24,23,38,40,22,35,42,16,33,61,30,10,2,5,"22,421,610,612,745",,0
205,1742,Shammond Williams,1610612737,ATL,24,2,2,0,1,2.1,0,0.5,0,0,0,0,1.5,2,0.75,0,0,0,0.5,0,0,0,0,0,0,1.5,-3,2.3,0,0,57,53,65,1,64,63,64,63,37,46,37,15,17,21,59,61,63,33,62,55,47,55,63,12,54,53,59,16,1,5,"17,421,610,612,737",148,0
207,2739,Luke Jackson,1610612739,CLE,23,10,5,5,0.5,4.3,1,2.7,0.37,0.4,0.6,0.667,0.5,0.6,0.833,0.2,0.4,0.6,0.3,0.2,0,0,0,0.4,0,2.9,-1.9,3.9,0,0,56,52,58,30,59,45,44,49,17,25,2,46,50,8,52,56,56,51,63,60,56,59,62,1,44,49,54,23,2,5,"27,391,610,612,739",,0
208,2568,Carlos Delfino,1610612765,DET,22,30,20,10,0.667,15.4,1.4,3.9,0.359,0.3,1.2,0.257,0.8,1.3,0.575,0.4,1.4,1.8,1.3,0.8,0.7,0.2,0.4,1.5,0,3.9,-0.9,10,0,0,38,23,49,8,26,33,30,53,22,19,32,29,25,50,40,32,34,20,28,16,33,26,38,1,32,37,30,23,2,5,"25,681,610,612,765",105,0
209,101124,Hakim Warrick,1610612763,MEM,23,68,42,26,0.618,10.6,1.5,3.4,0.443,0,0,0,1.1,1.7,0.661,0.6,1.5,2.1,0.4,0.8,0.2,0.3,0.5,1.7,1.4,4.1,-1.1,8,0,0,16,2,31,15,39,31,31,31,53,61,53,21,17,53,31,31,29,44,31,55,17,13,27,19,31,51,35,23,2,5,"1,011,241,610,612,760",99,0
210,201583,Ryan Anderson,1610612751,NJN,21,66,28,38,0.424,19.9,2.4,6.2,0.393,1,2.9,0.365,1.5,1.8,0.845,1.6,3.1,4.7,0.8,1,0.7,0.3,0.8,2.4,1.3,7.4,-0.3,16.2,3,0,25,21,23,33,19,24,19,46,9,6,16,17,22,10,12,10,10,31,24,14,27,9,11,25,20,23,18,12,2,5,"2,015,831,610,612,750",37,0
211,201446,Mike Taylor,1610612746,LAC,23,51,13,38,0.255,15.1,2.2,5.2,0.412,0.3,0.8,0.325,1.1,1.6,0.691,0.4,1.3,1.7,2.1,1.4,0.7,0,0.4,1.6,1.5,5.7,-2.6,11.5,0,0,36,41,23,52,27,25,25,43,25,25,22,25,24,40,41,37,43,8,12,11,53,25,30,22,26,45,29,23,2,5,"2,014,461,610,612,740",,0
213,1088,Chucky Atkins,1610612753,ORL,25,82,41,41,0.5,19.9,3.8,9,0.424,0.7,2,0.35,1.2,1.6,0.729,0.2,1.3,1.5,3.7,1.7,0.6,0,0.4,1.7,0.2,9.5,-0.1,17.3,0,0,1,5,12,26,16,8,8,20,7,8,10,17,21,20,51,30,39,7,10,20,48,18,24,23,8,19,14,18,4,5,"10,881,610,612,753",97,0
214,101195,Luke Schenscher,1610612741,CHI,24,20,11,9,0.55,7.4,0.8,1.3,0.615,0,0,0,0.2,0.7,0.308,0.4,1.1,1.5,0.4,0.3,0.1,0.2,0.2,1.1,0.5,1.8,0.5,4.4,0,0,59,53,58,26,58,58,74,6,53,61,53,71,56,74,48,47,50,51,73,77,38,62,57,55,64,9,64,23,2,5,"1,011,951,610,612,740",,0
215,1520,Charles Smith,1610612746,LAC,22,34,15,19,0.441,8.6,1.4,3.7,0.392,0.4,1.4,0.319,0.2,0.3,0.545,0.4,0.4,0.8,0.6,0.8,0.4,0.2,0.2,0.7,0,3.5,-1,6.2,0,0,37,31,34,33,41,28,29,38,10,10,22,57,56,51,41,55,51,35,36,36,31,44,53,19,32,36,42,18,1,5,"15,201,610,612,746",,0
216,200789,Daniel Gibson,1610612739,CLE,21,60,33,27,0.55,16.5,1.6,3.9,0.424,0.9,2.1,0.419,0.5,0.7,0.718,0.5,1.1,1.5,1.2,0.7,0.4,0.1,0.2,1.6,0.7,4.6,1.4,9,0,0,25,9,35,19,22,30,29,38,8,11,8,51,53,29,47,42,43,17,31,31,37,42,27,47,28,7,33,23,1,5,"2,007,891,610,612,730",180,0
218,2237,Ratko Varda,1610612765,DET,23,1,0,1,0,5.7,2,3,0.667,0,0,0,1,1,1,0,1,1,0,1,0,0,0,3,0,5,-1,5.2,0,0,69,68,69,68,59,23,38,1,34,51,34,24,35,1,67,42,54,68,17,61,59,66,4,16,26,38,52,23,2,5,"22,371,610,612,765",,0
219,1766,Maceo Baston,1610612761,TOR,27,16,6,10,0.375,6.5,0.9,1.6,0.6,0,0,0,0.6,0.8,0.833,0.3,1.2,1.4,0,0.4,0.3,0.7,0.1,1,0,2.5,-1.6,6.7,0,0,51,52,50,35,49,45,58,2,44,52,44,33,42,4,48,33,35,61,55,42,6,59,42,11,42,44,37,16,2,5,"17,661,610,612,761",,0
220,2123,Garth Joseph,1610612743,DEN,27,4,3,1,0.75,3.9,0.3,1.3,0.2,0,0,0,0,0.5,0,0.5,0,0.5,0.3,0.5,0,0.3,0.5,0.3,0,0.5,-2.5,1.7,0,0,63,55,62,6,63,65,59,64,33,51,33,60,57,60,39,66,62,49,44,60,23,14,64,1,65,50,64,11,2,5,"21,231,610,612,743",,0
221,2752,Sergei Monia,1610612758,SAC,23,26,9,17,0.346,13.2,1.1,3.3,0.333,0.3,1.3,0.265,0.4,0.5,0.714,0.4,1.6,2,0.7,0.5,0.3,0.2,0.3,1.6,0.4,3,-5.5,7.4,0,0,47,59,36,61,32,43,32,74,22,18,32,58,61,41,45,27,35,35,58,47,34,34,31,67,44,81,37,23,2,5,"27,521,610,612,758",,0
222,200762,Oleksiy Pecherov,1610612764,WAS,22,35,18,17,0.514,9.1,1.3,3.6,0.352,0.5,1.7,0.283,0.6,0.9,0.645,0.6,1.3,1.9,0.2,0.5,0.2,0.1,0.2,0.9,0.6,3.6,-1.9,6.6,1,0,33,31,32,21,41,40,31,51,12,9,20,38,35,40,33,36,36,52,41,47,38,47,46,43,39,43,40,13,1,5,"2,007,621,610,612,760",,0
223,101134,Wayne Simien,1610612748,MIA,23,43,26,17,0.605,9.6,1.3,2.8,0.483,0,0,0,0.7,0.8,0.882,0.9,1.2,2,0.2,0.6,0.3,0,0.2,1.6,0.8,3.4,-0.9,6.5,0,0,34,17,36,19,41,36,41,18,53,61,53,37,47,10,19,43,32,71,50,45,61,55,28,39,39,43,46,23,2,5,"1,011,341,610,612,740",,0
224,1733,Al Harrington,1610612754,IND,19,21,11,10,0.524,7.6,0.9,2.7,0.321,0,0.2,0,0.4,0.7,0.6,1,0.9,1.9,0.2,0.5,0.2,0.1,0.4,1.2,0,2.1,-1.2,5.1,0,0,38,26,39,28,42,48,41,56,37,35,37,48,48,39,21,38,29,46,45,44,37,20,35,12,49,36,46,16,1,5,"17,331,610,612,754",48,0
225,201150,Spencer Hawes,1610612758,SAC,20,71,33,38,0.465,13.1,2.1,4.5,0.459,0.1,0.3,0.19,0.5,0.8,0.655,1,2.3,3.2,0.6,0.8,0.2,0.6,0.3,1.8,0.7,4.7,-1.4,11,2,0,16,13,15,32,29,23,24,21,34,33,34,41,41,38,25,18,20,32,26,43,13,35,21,38,27,38,23,9,1,5,"2,011,501,610,612,750",42,0
226,200809,Chris Quinn,1610612748,MIA,23,42,18,24,0.429,9.7,1.1,3.1,0.366,0.5,1.4,0.351,0.6,0.9,0.676,0.1,0.6,0.7,1.5,0.5,0.4,0,0.2,0.8,0.9,3.4,0.2,7.1,0,0,39,40,38,34,46,45,39,59,16,17,20,43,45,37,71,67,71,12,50,36,63,40,62,37,41,18,45,23,1,5,"2,008,091,610,612,740",,0
228,1055,Ed Stokes,1610612761,TOR,26,4,0,4,0,4.4,0.3,0.8,0.333,0,0,0,0.3,0.5,0.5,0.3,0.8,1,0.3,0.5,0.3,0.5,0,1,0,0.8,-4.3,4.1,0,0,62,63,55,63,54,61,62,53,40,53,40,54,52,53,52,43,46,49,47,45,12,62,43,19,61,56,52,18,1,5,"10,551,610,612,761",,0
229,1872,Randell Jackson,1610612742,DAL,24,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,58,60,1,62,60,62,60,34,46,34,58,58,58,58,60,60,58,59,57,50,57,59,50,60,18,62,18,4,5,"18,721,610,612,742",,0
230,2582,Slavko Vranes,1610612757,POR,21,1,0,1,0,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,67,65,64,65,64,67,63,67,41,55,41,63,64,63,62,65,66,62,65,59,55,61,45,5,67,13,67,24,2,5,"25,821,610,612,757",,0
231,2569,Ndudi Ebi,1610612750,MIN,20,17,14,3,0.824,1.9,0.4,0.8,0.429,0,0,0,0.1,0.2,0.25,0.1,0.1,0.2,0.2,0.2,0,0.2,0,0.4,0,0.8,-0.5,1.8,0,0,47,36,57,4,67,65,67,25,41,55,41,62,63,62,60,64,65,58,61,59,23,61,62,5,66,29,64,24,2,5,"25,691,610,612,750",,0
232,101184,Deng Gai,1610612755,PHI,24,2,0,2,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,82,84,76,84,81,83,84,83,53,61,53,77,78,77,81,82,83,79,82,78,63,78,83,82,83,61,84,23,2,5,"1,011,841,610,612,750",,0
235,1739,Ruben Patterson,1610612747,LAL,23,24,14,10,0.583,5.9,0.9,2.1,0.412,0,0.3,0.167,0.9,1.3,0.71,0.7,0.5,1.3,0.1,0.5,0.2,0.1,0.2,0.7,0,2.7,-1.1,4.8,0,0,33,22,39,17,47,47,47,33,33,33,30,30,33,28,30,49,44,51,47,39,33,48,54,12,43,35,47,16,1,5,"17,391,610,612,747",66,0
236,994,Jamie Feick,1610612751,NJN,24,2,2,0,1,1.5,0,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-4,1.2,0,0,57,53,65,1,67,63,64,63,37,46,37,57,57,57,59,33,48,56,62,55,47,55,63,12,64,60,62,16,1,5,"9,941,610,612,751",99,0
237,200790,Marcus Vinicius,1610612740,NOK,23,13,4,9,0.308,7.9,0.5,1.2,0.467,0.2,0.5,0.429,0.4,0.5,0.714,0.2,0.7,0.8,0.4,0.5,0.2,0.1,0,0.8,0.6,1.7,-2.5,3.5,0,0,60,62,59,55,55,67,73,22,32,37,7,58,61,30,69,55,66,48,56,58,50,71,61,51,63,67,65,23,1,5,"2,007,901,610,612,740",,0
238,200848,Steven Smith,1610612755,PHI,24,8,0,8,0,3.5,0.3,1,0.25,0,0,0,0.1,0.3,0.5,0.1,0.6,0.8,0,0.3,0.1,0,0.1,0.5,0.4,0.6,-1.6,1.7,0,0,68,76,60,76,77,75,74,73,49,60,49,70,72,66,73,63,69,73,73,62,63,59,74,71,77,53,76,23,1,5,"2,008,481,610,612,750",,0
239,201821,Trey Gilder,1610612763,MEM,25,2,0,2,0,2.6,0.5,0.5,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,1,1.5,3.1,0,0,54,53,52,53,56,54,56,1,42,49,42,53,53,53,55,50,54,54,56,23,50,53,55,53,56,4,53,22,5,5,"2,018,211,610,612,760",,0
240,200970,Renaldo Major,1610612744,GSW,25,1,0,1,0,27.4,2,10,0.2,0,0,0,1,2,0.5,0,2,2,0,1,2,0,2,4,1,5,15,12.4,0,0,80,76,78,76,4,22,3,75,49,60,49,22,15,66,77,18,32,73,15,1,63,1,1,31,25,1,19,23,1,5,"2,009,701,610,612,740",,0
241,201178,Kyrylo Fesenko,1610612762,UTA,21,9,4,5,0.444,7.8,0.7,1.8,0.375,0,0,0,0.2,0.4,0.5,1.6,1.2,2.8,0.2,0.9,0,0.3,0.2,2.1,0.6,1.6,-0.1,5.3,0,0,51,50,49,36,48,51,50,46,38,48,38,54,56,52,11,39,25,50,23,55,20,41,15,45,52,24,49,20,1,5,"2,011,781,610,612,760",,0
242,101118,Sean May,1610612766,CHA,22,23,7,16,0.304,17.3,3,7.4,0.409,0,0.2,0,2.1,2.8,0.766,1.8,2.9,4.7,1,1.4,0.7,0.5,0.7,2.5,2,8.2,-1,17.7,1,0,50,64,39,72,22,11,9,47,53,48,53,4,5,30,4,8,8,23,11,9,8,5,11,7,12,45,9,15,2,5,"1,011,181,610,612,760",,0
243,2784,Luis Flores,1610612743,DEN,24,16,3,13,0.188,4.6,0.9,1.8,0.483,0.3,0.6,0.5,0.1,0.1,1,0.1,0.1,0.2,0.7,0.7,0.1,0,0.3,0.6,0,2.2,1.4,3.1,0,0,51,58,44,59,56,53,53,15,20,24,3,63,65,1,61,66,67,36,33,55,56,44,57,1,54,9,57,23,2,5,"27,841,610,612,743",,0
244,2763,Lionel Chalmers,1610612746,LAC,24,36,15,21,0.417,11.8,1.2,3.5,0.336,0.3,1.4,0.245,0.4,0.7,0.625,0.1,0.8,0.9,1.4,0.7,0.4,0,0.3,0.8,0,3.1,-1.3,6.7,0,0,34,32,32,38,38,39,35,55,19,15,35,50,46,43,60,47,51,17,34,42,56,40,51,1,40,42,45,23,2,5,"27,631,610,612,746",,0
245,2604,Theron Smith,1610612763,MEM,23,20,13,7,0.65,8.9,0.8,2.2,0.372,0.3,0.6,0.5,0.3,0.4,0.75,0.7,1.4,2.1,0.4,0.7,0.3,0.3,0.3,0.9,0,2.2,0,6,0,0,44,38,47,12,48,49,53,50,19,30,1,56,56,28,31,34,32,51,38,46,20,41,54,5,48,22,47,24,2,5,"26,041,610,612,763",,0
247,200758,Ronnie Brewer,1610612762,UTA,22,56,36,20,0.643,12.1,1.8,3.4,0.528,0,0.2,0,1,1.5,0.675,0.7,0.7,1.3,0.4,0.4,0.7,0.1,0.3,0.8,1.1,4.6,-0.2,8.8,0,0,29,6,45,10,37,26,35,11,49,47,49,22,24,38,30,57,49,45,61,10,41,23,58,28,27,25,36,23,1,5,"2,007,581,610,612,760",93,0
248,2810,Andre Brown,1610612760,SEA,26,38,16,22,0.421,7.1,1.1,1.9,0.568,0,0,0,0.2,0.4,0.6,0.7,1.3,1.9,0.1,0.8,0.2,0.1,0.2,0.7,0.4,2.4,-0.3,4.9,0,0,44,42,44,35,59,48,57,4,49,57,49,67,66,54,28,38,34,70,28,57,42,45,66,68,51,28,55,23,1,5,"28,101,610,612,760",,0
249,2437,Lonny Baxter,1610612741,CHI,24,55,18,37,0.327,12.4,1.7,3.7,0.466,0,0,0,1.3,1.9,0.68,1.2,1.8,3,0.3,0.8,0.2,0.4,0.6,2.5,0,4.8,-1,9.7,1,0,26,30,19,42,31,24,26,13,44,48,44,15,13,38,13,20,15,49,28,52,16,9,12,11,23,36,24,10,2,5,"24,371,610,612,741",,0
250,2357,Tierre Brown,1610612745,HOU,23,40,6,34,0.15,10,1.2,2.9,0.426,0.1,0.3,0.333,0.5,0.7,0.75,0.3,0.8,1.1,1.8,1,0.5,0.1,0.3,0.7,0,3.1,-3.5,7.6,0,0,33,53,16,66,39,40,41,29,28,32,10,45,47,23,52,54,53,14,17,20,49,40,58,16,41,63,37,23,2,5,"23,571,610,612,745",196,0
251,1871,Gerald Brown,1610612756,PHX,23,33,17,16,0.515,7.2,1,2.7,0.371,0.1,0.3,0.3,0.3,0.4,0.786,0.2,0.5,0.7,0.9,0.7,0.2,0,0.2,0.6,0,2.4,-2,4.5,0,0,25,17,28,29,44,41,40,48,28,29,19,52,53,13,55,50,55,22,38,47,44,42,56,12,46,47,49,16,1,5,"18,711,610,612,756",,0
252,2031,Stromile Swift,1610612763,VAN,21,80,22,58,0.275,16.4,1.9,4.2,0.451,0,0.1,0,1.1,1.8,0.603,1.4,2.2,3.6,0.4,0.8,0.8,1,0.5,2,0,4.9,-1.9,14.3,1,0,3,22,1,54,22,21,23,16,33,40,33,20,15,42,12,10,11,38,27,8,5,13,16,1,22,44,13,7,2,5,"20,311,610,612,763",113,0
253,201945,Gerald Henderson,1610612766,CHA,22,43,27,16,0.628,8.3,0.9,2.4,0.356,0.1,0.4,0.211,0.8,1.1,0.745,0.3,0.9,1.3,0.3,0.3,0.2,0.2,0.2,0.6,0.8,2.6,-0.4,5.6,0,0,38,22,39,14,45,49,44,53,36,36,39,30,34,25,40,39,42,45,50,45,26,40,48,38,47,22,44,22,5,5,"2,019,451,610,612,760",77,0
254,2059,Eduardo Najera,1610612742,DAL,24,40,26,14,0.65,10.8,1.5,2.8,0.523,0,0.1,0.333,0.4,0.8,0.424,1,1.4,2.4,0.7,0.4,0.3,0.2,0.3,1.2,0,3.3,-1.5,8.3,0,0,31,18,37,14,33,34,40,3,28,38,14,50,42,54,16,26,21,29,49,29,27,34,39,1,33,41,27,11,2,5,"20,591,610,612,742",139,0
255,201938,Jonny Flynn,1610612750,MIN,21,81,15,66,0.185,28.9,4.9,11.8,0.417,1,2.7,0.358,2.8,3.3,0.826,0.3,2.1,2.4,4.4,2.9,1,0,0.8,1.2,2.6,13.5,-7.7,23.2,0,0,5,37,2,51,5,7,6,35,11,9,20,3,3,9,42,18,28,5,3,7,49,6,33,5,6,56,7,22,5,5,"2,019,381,610,612,750",123,0
256,1513,Scot Pollard,1610612765,DET,23,33,16,17,0.485,9.6,1.1,2.1,0.5,0,0,0,0.6,0.7,0.826,1,1.2,2.2,0.3,0.4,0.2,0.3,0.3,1.4,0,2.7,-0.2,7.1,0,0,39,27,36,29,35,39,45,4,40,53,40,43,44,12,18,28,23,47,53,51,19,38,29,19,43,21,34,18,1,5,"15,131,610,612,765",98,0
257,2617,Udonis Haslem,1610612748,MIA,24,75,39,36,0.52,24,2.7,6,0.459,0,0,0,1.9,2.4,0.765,2.5,3.8,6.3,0.7,1,0.4,0.3,0.8,2.6,0,7.3,-0.2,17.2,11,0,9,6,17,22,10,11,15,16,41,49,41,5,5,25,2,5,2,31,25,32,15,5,6,1,10,25,10,4,2,5,"26,171,610,612,748",50,0
258,101152,Bracey Wright,1610612750,MIN,21,7,1,6,0.143,19.3,3,7.3,0.412,0.9,2.4,0.353,2,2.3,0.875,0.4,2.1,2.6,0.7,1.1,0.1,0,0.4,1.1,1.6,8.9,-1.1,12.3,0,0,76,80,68,83,18,12,11,46,9,9,16,7,10,11,44,17,18,36,19,65,63,21,53,15,9,50,23,23,2,5,"1,011,521,610,612,750",,0
260,201192,Taurean Green,1610612743,DEN,21,17,8,9,0.471,4.3,0.4,1.5,0.28,0.1,0.6,0.182,0.6,0.7,0.917,0,0.6,0.6,0.6,0.5,0.1,0,0,0.3,0.4,1.6,0.3,3.1,0,0,41,42,43,31,55,60,57,56,29,24,36,35,45,3,59,54,58,31,38,52,51,60,59,53,51,18,57,20,1,5,"2,011,921,610,612,740",,0
261,1909,Scott Padgett,1610612762,UTA,24,47,34,13,0.723,9.2,0.9,3,0.314,0.3,0.9,0.295,0.4,0.6,0.704,0.5,1.4,1.9,0.5,0.5,0.3,0.2,0.3,1.2,0.1,2.6,-0.7,6.5,0,0,27,12,38,13,39,41,33,53,20,21,16,46,50,26,40,29,32,38,42,34,29,27,38,40,39,27,38,18,4,5,"19,091,610,612,762",157,0
262,1085,Ira Bowman,1610612755,PHI,27,11,8,3,0.727,1.6,0.2,0.2,1,0,0,0,0.1,0.2,0.5,0,0.2,0.2,0.1,0.1,0.1,0,0,0,0,0.5,-1.7,1,0,0,49,41,51,11,61,58,61,1,34,46,34,57,56,48,58,59,59,56,58,53,50,57,59,50,59,44,60,18,4,5,"10,851,610,612,755",,0
263,2845,Erik Daniels,1610612758,SAC,23,21,14,7,0.667,3.4,0.3,0.9,0.333,0,0.1,0.5,0,0,0,0.3,0.5,0.9,0.2,0.3,0.1,0,0,0.3,0,0.6,-1.6,1.9,0,0,48,34,54,8,62,64,64,56,35,40,3,66,66,66,45,51,52,55,59,57,56,57,64,1,66,47,63,23,2,5,"28,451,610,612,758",,0
264,2737,Rafael Araujo,1610612761,TOR,24,59,24,35,0.407,12.5,1.3,3,0.434,0,0.1,0.333,0.7,0.9,0.782,1,2.1,3.1,0.3,0.9,0.4,0.1,0.2,2.7,0,3.3,-0.8,8.1,0,0,25,19,15,43,37,37,43,30,38,45,17,31,39,12,21,18,18,53,25,43,39,49,11,1,38,35,36,23,2,5,"27,371,610,612,761",,0
265,1728,Roshown McLeod,1610612737,ATL,23,34,21,13,0.618,10.3,1.8,4.8,0.38,0,0.3,0.1,1.1,1.3,0.822,0.4,1.1,1.5,0.4,0.7,0.1,0,0.4,0.7,0,4.8,-0.7,6.7,0,0,23,12,35,14,36,24,22,41,35,31,36,20,31,9,43,31,37,39,37,54,45,21,51,12,25,30,39,16,1,5,"17,281,610,612,737",,0
266,200755,JJ Redick,1610612753,ORL,23,42,19,23,0.452,14.8,1.9,4.6,0.41,0.9,2.3,0.388,1.3,1.4,0.9,0.2,1,1.2,0.9,0.5,0.3,0,0.1,1.2,0.9,6,0,9.1,0,0,39,34,40,29,28,24,21,46,7,8,10,18,26,5,63,45,54,24,50,43,63,66,41,38,19,20,32,23,1,5,"2,007,551,610,612,750",79,0
267,2347,Tang Hamilton,1610612748,MIA,24,9,1,8,0.111,10.9,1.1,2.1,0.526,0,0.1,0,0,0.1,0,0.7,1.3,2,0.6,0.2,0.4,0,0.1,1.1,0,2.2,-0.3,6.6,0,0,62,67,54,67,36,44,53,3,34,37,34,68,68,68,39,35,34,40,64,21,59,57,41,16,47,23,43,23,2,5,"23,471,610,612,748",,0
268,1542,Predrag Drobnjak,1610612760,SEA,26,64,37,27,0.578,18.3,3,6.5,0.461,0,0,0,0.9,1.1,0.753,1.2,2.3,3.4,0.8,0.8,0.3,0.5,0.5,1.7,0,6.8,1.5,13.7,1,0,20,11,26,14,17,12,13,14,34,47,34,29,32,22,16,19,19,28,30,39,20,14,25,16,14,3,18,16,2,5,"15,421,610,612,760",145,0
269,1517,Bobby Jackson,1610612743,DEN,25,68,8,60,0.118,30.1,4.6,11.6,0.392,0.3,1.2,0.259,2.2,2.7,0.814,1.1,3.3,4.4,4.7,2.7,1.5,0.2,0.8,2.4,0,11.6,-7.2,26.4,5,0,14,41,2,60,6,5,4,39,15,13,27,11,13,13,16,6,8,2,2,3,35,4,14,13,6,62,6,6,1,5,"15,171,610,612,743",105,0
270,2673,Hiram Fuller,1610612737,ATL,23,4,1,3,0.25,10.6,0.8,2,0.375,0,0,0,0.5,1.5,0.333,1,1.8,2.8,0.5,1,0,0.3,0.3,1.3,0,2,0.8,5.8,0,0,60,62,57,59,41,51,55,49,41,55,41,41,17,61,23,26,25,42,22,59,20,41,41,5,51,16,48,24,2,5,"26,731,610,612,737",,0
271,2057,Erick Barkley,1610612757,POR,23,8,7,1,0.875,4.7,1,2.8,0.364,0.4,1,0.375,0,0,0,0,0.4,0.4,0.8,0.6,0.3,0,0.3,0.3,0,2.4,-1.3,4.1,0,0,55,44,62,4,61,40,41,48,12,15,8,60,63,60,63,60,64,26,41,36,56,43,64,1,42,35,55,11,2,5,"20,571,610,612,757",,0
